"day","sourceCurrencyId","targetCurrencyId","rate"
20150507,2,3,0.88456000
20150507,3,5,1.36450000
20150507,3,4,0.74250000
20150507,3,7,4.04610000
20150507,3,1,57.05500000
20150507,3,2,1.13050000
20150507,4,5,1.83770000
20150507,4,7,5.44930000
20150507,4,1,76.84200000
20150507,4,2,1.52260000
20150507,4,3,1.34680000
20150507,5,4,0.54416000
20150507,5,7,2.96530000
20150507,5,1,41.81400000
20150507,5,2,0.82851000
20150507,5,3,0.73287000
20150507,7,5,0.33724000
20150507,7,4,0.18351000
20150507,7,1,14.10100000
20150507,7,2,0.27940000
20150507,7,3,0.24715000
20150508,1,5,0.02386600
20150508,1,4,0.01279300
20150508,1,7,0.07148600
20150508,1,2,0.01971900
20150508,1,3,0.01757300
20150508,2,5,1.21030000
20150508,2,4,0.64878000
20150508,2,7,3.62530000
20150508,2,1,50.71300000
20150508,2,3,0.89119000
20150508,3,5,1.35810000
20150508,3,4,0.72800000
20150508,3,7,4.06790000
20150508,3,1,56.90500000
20150508,3,2,1.12210000
20150508,4,5,1.86550000
20150508,4,7,5.58780000
20150508,4,1,78.16600000
20150508,4,2,1.54130000
20150508,4,3,1.37360000
20150508,5,4,0.53604000
20150508,5,7,2.99530000
20150508,5,1,41.90000000
20150508,5,2,0.82623000
20150508,5,3,0.73632000
20150508,7,5,0.33386000
20150508,7,4,0.17896000
20150508,7,1,13.98900000
20150508,7,2,0.27584000
20150508,7,3,0.24583000
20150509,1,5,0.02386600
20150509,1,4,0.01279300
20150509,1,7,0.07148600
20150509,1,2,0.01971900
20150509,1,3,0.01757300
20150509,2,5,1.21030000
20150509,2,4,0.64878000
20150509,2,7,3.62530000
20150509,2,1,50.71300000
20150509,2,3,0.89119000
20150509,3,5,1.35810000
20150509,3,4,0.72800000
20150509,3,7,4.06790000
20150509,3,1,56.90500000
20150509,3,2,1.12210000
20150509,4,5,1.86550000
20150509,4,7,5.58780000
20150509,4,1,78.16600000
20150509,4,2,1.54130000
20150509,4,3,1.37360000
20150509,5,4,0.53604000
20150509,5,7,2.99530000
20150509,5,1,41.90000000
20150509,5,2,0.82623000
20150509,5,3,0.73632000
20150509,7,5,0.33386000
20150509,7,4,0.17896000
20150509,7,1,13.98900000
20150509,7,2,0.27584000
20150509,7,3,0.24583000
20150510,1,5,0.02386600
20150510,1,4,0.01279300
20150510,1,7,0.07148600
20150510,1,2,0.01971900
20150510,1,3,0.01757300
20150510,2,5,1.21030000
20150510,2,4,0.64878000
20150510,2,7,3.62530000
20150510,2,1,50.71300000
20150510,2,3,0.89119000
20150510,3,5,1.35810000
20150510,3,4,0.72800000
20150510,3,7,4.06790000
20150510,3,1,56.90500000
20150510,3,2,1.12210000
20150510,4,5,1.86550000
20150510,4,7,5.58780000
20150510,4,1,78.16600000
20150510,4,2,1.54130000
20150510,4,3,1.37360000
20150510,5,4,0.53604000
20150510,5,7,2.99530000
20150510,5,1,41.90000000
20150510,5,2,0.82623000
20150510,5,3,0.73632000
20150510,7,5,0.33386000
20150510,7,4,0.17896000
20150510,7,1,13.98900000
20150510,7,2,0.27584000
20150510,7,3,0.24583000
20150511,1,5,0.02352600
20150511,1,4,0.01254300
20150511,1,7,0.07088600
20150511,1,2,0.01942100
20150511,1,3,0.01743000
20150511,2,5,1.21140000
20150511,2,4,0.64584000
20150511,2,7,3.65000000
20150511,2,1,51.49100000
20150511,2,3,0.89750000
20150511,3,5,1.34970000
20150511,3,4,0.71960000
20150511,3,7,4.06680000
20150511,3,1,57.37100000
20150511,3,2,1.11420000
20150511,4,5,1.87560000
20150511,4,7,5.65150000
20150511,4,1,79.72600000
20150511,4,2,1.54840000
20150511,4,3,1.38970000
20150511,5,4,0.53316000
20150511,5,7,3.01310000
20150511,5,1,42.50600000
20150511,5,2,0.82552000
20150511,5,3,0.74091000
20150511,7,5,0.33188000
20150511,7,4,0.17695000
20150511,7,1,14.10700000
20150511,7,2,0.27397000
20150511,7,3,0.24589000
20150512,1,5,0.02377000
20150512,1,4,0.01258400
20150512,1,7,0.07206700
20150512,1,2,0.01974200
20150512,1,3,0.01756500
20150512,2,5,1.20400000
20150512,2,4,0.63742000
20150512,2,7,3.65050000
20150512,2,1,50.65400000
20150512,2,3,0.88976000
20150512,3,5,1.35320000
20150512,3,4,0.71640000
20150512,3,7,4.10280000
20150512,3,1,56.93000000
20150512,3,2,1.12390000
20150512,4,5,1.88890000
20150512,4,7,5.72700000
20150512,4,1,79.46700000
20150512,4,2,1.56880000
20150512,4,3,1.39590000
20150512,5,4,0.52941000
20150512,5,7,3.03190000
20150512,5,1,42.07100000
20150512,5,2,0.83055000
20150512,5,3,0.73899000
20150512,7,5,0.32982000
20150512,7,4,0.17461000
20150512,7,1,13.87600000
20150512,7,2,0.27393000
20150512,7,3,0.24374000
20150513,1,5,0.02416200
20150513,1,4,0.01290100
20150513,1,7,0.07350000
20150513,1,2,0.02017900
20150513,1,3,0.01798300
20150513,2,5,1.19740000
20150513,2,4,0.63934000
20150513,2,7,3.64250000
20150513,2,1,49.55700000
20150513,2,3,0.89119000
20150513,3,5,1.34360000
20150513,3,4,0.71740000
20150513,3,7,4.08720000
20150513,3,1,55.60800000
20150513,3,2,1.12210000
20150513,4,5,1.87290000
20150513,4,7,5.69720000
20150513,4,1,77.51300000
20150513,4,2,1.56410000
20150513,4,3,1.39390000
20150513,5,4,0.53394000
20150513,5,7,3.04200000
20150513,5,1,41.38700000
20150513,5,2,0.83514000
20150513,5,3,0.74427000
20150513,7,5,0.32873000
20150513,7,4,0.17552000
20150513,7,1,13.60500000
20150513,7,2,0.27454000
20150513,7,3,0.24467000
20150514,1,5,0.02391300
20150514,1,4,0.01267200
20150514,1,7,0.07155000
20150514,1,2,0.02001200
20150514,1,3,0.01752500
20150514,2,5,1.19490000
20150514,2,4,0.63324000
20150514,2,7,3.57540000
20150514,2,1,49.97000000
20150514,2,3,0.87573000
20150514,3,5,1.36450000
20150514,3,4,0.72310000
20150514,3,7,4.08270000
20150514,3,1,57.06100000
20150514,3,2,1.14190000
20150514,4,5,1.88700000
20150514,4,7,5.64610000
20150514,4,1,78.91200000
20150514,4,2,1.57920000
20150514,4,3,1.38290000
20150514,5,4,0.52994000
20150514,5,7,2.99210000
20150514,5,1,41.81800000
20150514,5,2,0.83686000
20150514,5,3,0.73287000
20150514,7,5,0.33422000
20150514,7,4,0.17711000
20150514,7,1,13.97600000
20150514,7,2,0.27969000
20150514,7,3,0.24494000
20150515,1,5,0.02402900
20150515,1,4,0.01270700
20150515,1,7,0.07124800
20150515,1,2,0.01996200
20150515,1,3,0.01762200
20150515,2,5,1.20370000
20150515,2,4,0.63656000
20150515,2,7,3.56920000
20150515,2,1,50.09500000
20150515,2,3,0.88277000
20150515,3,5,1.36360000
20150515,3,4,0.72110000
20150515,3,7,4.04320000
20150515,3,1,56.74800000
20150515,3,2,1.13280000
20150515,4,5,1.89100000
20150515,4,7,5.60700000
20150515,4,1,78.69600000
20150515,4,2,1.57090000
20150515,4,3,1.38680000
20150515,5,4,0.52882000
20150515,5,7,2.96510000
20150515,5,1,41.61600000
20150515,5,2,0.83074000
20150515,5,3,0.73335000
20150515,7,5,0.33726000
20150515,7,4,0.17835000
20150515,7,1,14.03500000
20150515,7,2,0.28017000
20150515,7,3,0.24733000
20150516,1,5,0.02402900
20150516,1,4,0.01270700
20150516,1,7,0.07124800
20150516,1,2,0.01996200
20150516,1,3,0.01762200
20150516,2,5,1.20370000
20150516,2,4,0.63656000
20150516,2,7,3.56920000
20150516,2,1,50.09500000
20150516,2,3,0.88277000
20150516,3,5,1.36360000
20150516,3,4,0.72110000
20150516,3,7,4.04320000
20150516,3,1,56.74800000
20150516,3,2,1.13280000
20150516,4,5,1.89100000
20150516,4,7,5.60700000
20150516,4,1,78.69600000
20150516,4,2,1.57090000
20150516,4,3,1.38680000
20150516,5,4,0.52882000
20150516,5,7,2.96510000
20150516,5,1,41.61600000
20150516,5,2,0.83074000
20150516,5,3,0.73335000
20150516,7,5,0.33726000
20150516,7,4,0.17835000
20150516,7,1,14.03500000
20150516,7,2,0.28017000
20150516,7,3,0.24733000
20150517,1,5,0.02402900
20150517,1,4,0.01270700
20150517,1,7,0.07124800
20150517,1,2,0.01996200
20150517,1,3,0.01762200
20150517,2,5,1.20370000
20150517,2,4,0.63656000
20150517,2,7,3.56920000
20150517,2,1,50.09500000
20150517,2,3,0.88277000
20150517,3,5,1.36360000
20150517,3,4,0.72110000
20150517,3,7,4.04320000
20150517,3,1,56.74800000
20150517,3,2,1.13280000
20150517,4,5,1.89100000
20150517,4,7,5.60700000
20150517,4,1,78.69600000
20150517,4,2,1.57090000
20150517,4,3,1.38680000
20150517,5,4,0.52882000
20150517,5,7,2.96510000
20150517,5,1,41.61600000
20150517,5,2,0.83074000
20150517,5,3,0.73335000
20150517,7,5,0.33726000
20150517,7,4,0.17835000
20150517,7,1,14.03500000
20150517,7,2,0.28017000
20150517,7,3,0.24733000
20150518,1,5,0.02452200
20150518,1,4,0.01298200
20150518,1,7,0.07252400
20150518,1,2,0.02033700
20150518,1,3,0.01785700
20150518,2,5,1.20580000
20150518,2,4,0.63834000
20150518,2,7,3.56620000
20150518,2,1,49.17200000
20150518,2,3,0.87804000
20150518,3,5,1.37330000
20150518,3,4,0.72700000
20150518,3,7,4.06150000
20150518,3,1,56.00200000
20150518,3,2,1.13890000
20150518,4,5,1.88900000
20150518,4,7,5.58670000
20150518,4,1,77.03200000
20150518,4,2,1.56660000
20150518,4,3,1.37550000
20150518,5,4,0.52938000
20150518,5,7,2.95750000
20150518,5,1,40.77900000
20150518,5,2,0.82932000
20150518,5,3,0.72817000
20150518,7,5,0.33813000
20150518,7,4,0.17900000
20150518,7,1,13.78900000
20150518,7,2,0.28041000
20150518,7,3,0.24621000
20150519,1,5,0.02466900
20150519,1,4,0.01307600
20150519,1,7,0.07333900
20150519,1,2,0.02025200
20150519,1,3,0.01811500
20150519,2,5,1.21810000
20150519,2,4,0.64566000
20150519,2,7,3.62130000
20150519,2,1,49.37700000
20150519,2,3,0.89445000
20150519,3,5,1.36180000
20150519,3,4,0.72185000
20150519,3,7,4.04860000
20150519,3,1,55.20400000
20150519,3,2,1.11800000
20150519,4,5,1.88650000
20150519,4,7,5.60860000
20150519,4,1,76.47600000
20150519,4,2,1.54880000
20150519,4,3,1.38530000
20150519,5,4,0.53007000
20150519,5,7,2.97300000
20150519,5,1,40.53800000
20150519,5,2,0.82097000
20150519,5,3,0.73432000
20150519,7,5,0.33636000
20150519,7,4,0.17830000
20150519,7,1,13.63500000
20150519,7,2,0.27614000
20150519,7,3,0.24700000
20150520,1,5,0.02447700
20150520,1,4,0.01290200
20150520,1,7,0.07328600
20150520,1,2,0.02004300
20150520,1,3,0.01802700
20150520,2,5,1.22130000
20150520,2,4,0.64373000
20150520,2,7,3.65650000
20150520,2,1,49.89400000
20150520,2,3,0.89944000
20150520,3,5,1.35780000
20150520,3,4,0.71570000
20150520,3,7,4.06530000
20150520,3,1,55.47200000
20150520,3,2,1.11180000
20150520,4,5,1.89720000
20150520,4,7,5.68020000
20150520,4,1,77.50700000
20150520,4,2,1.55340000
20150520,4,3,1.39720000
20150520,5,4,0.52710000
20150520,5,7,2.99400000
20150520,5,1,40.85400000
20150520,5,2,0.81882000
20150520,5,3,0.73649000
20150520,7,5,0.33400000
20150520,7,4,0.17605000
20150520,7,1,13.64500000
20150520,7,2,0.27349000
20150520,7,3,0.24598000
20150521,1,5,0.02460700
20150521,1,4,0.01284500
20150521,1,7,0.07411000
20150521,1,2,0.02014400
20150521,1,3,0.01809400
20150521,2,5,1.22160000
20150521,2,4,0.63765000
20150521,2,7,3.67910000
20150521,2,1,49.64300000
20150521,2,3,0.89823000
20150521,3,5,1.36000000
20150521,3,4,0.70990000
20150521,3,7,4.09590000
20150521,3,1,55.26800000
20150521,3,2,1.11330000
20150521,4,5,1.91580000
20150521,4,7,5.76970000
20150521,4,1,77.85300000
20150521,4,2,1.56820000
20150521,4,3,1.40860000
20150521,5,4,0.52199000
20150521,5,7,3.01170000
20150521,5,1,40.63800000
20150521,5,2,0.81860000
20150521,5,3,0.73529000
20150521,7,5,0.33204000
20150521,7,4,0.17332000
20150521,7,1,13.49300000
20150521,7,2,0.27181000
20150521,7,3,0.24415000
20150522,1,5,0.02438700
20150522,1,4,0.01278100
20150522,1,7,0.07341600
20150522,1,2,0.01998900
20150522,1,3,0.01790500
20150522,2,5,1.22000000
20150522,2,4,0.63938000
20150522,2,7,3.67280000
20150522,2,1,50.02700000
20150522,2,3,0.89574000
20150522,3,5,1.36200000
20150522,3,4,0.71380000
20150522,3,7,4.10030000
20150522,3,1,55.85000000
20150522,3,2,1.11640000
20150522,4,5,1.90810000
20150522,4,7,5.74430000
20150522,4,1,78.24300000
20150522,4,2,1.56400000
20150522,4,3,1.40100000
20150522,5,4,0.52408000
20150522,5,7,3.01050000
20150522,5,1,41.00600000
20150522,5,2,0.81968000
20150522,5,3,0.73421000
20150522,7,5,0.33217000
20150522,7,4,0.17408000
20150522,7,1,13.62100000
20150522,7,2,0.27227000
20150522,7,3,0.24388000
20150523,1,5,0.02438700
20150523,1,4,0.01278100
20150523,1,7,0.07341600
20150523,1,2,0.01998900
20150523,1,3,0.01790500
20150523,2,5,1.22000000
20150523,2,4,0.63938000
20150523,2,7,3.67280000
20150523,2,1,50.02700000
20150523,2,3,0.89574000
20150523,3,5,1.36200000
20150523,3,4,0.71380000
20150523,3,7,4.10030000
20150523,3,1,55.85000000
20150523,3,2,1.11640000
20150523,4,5,1.90810000
20150523,4,7,5.74430000
20150523,4,1,78.24300000
20150523,4,2,1.56400000
20150523,4,3,1.40100000
20150523,5,4,0.52408000
20150523,5,7,3.01050000
20150523,5,1,41.00600000
20150523,5,2,0.81968000
20150523,5,3,0.73421000
20150523,7,5,0.33217000
20150523,7,4,0.17408000
20150523,7,1,13.62100000
20150523,7,2,0.27227000
20150523,7,3,0.24388000
20150524,1,5,0.02438700
20150524,1,4,0.01278100
20150524,1,7,0.07341600
20150524,1,2,0.01998900
20150524,1,3,0.01790500
20150524,2,5,1.22000000
20150524,2,4,0.63938000
20150524,2,7,3.67280000
20150524,2,1,50.02700000
20150524,2,3,0.89574000
20150524,3,5,1.36200000
20150524,3,4,0.71380000
20150524,3,7,4.10030000
20150524,3,1,55.85000000
20150524,3,2,1.11640000
20150524,4,5,1.90810000
20150524,4,7,5.74430000
20150524,4,1,78.24300000
20150524,4,2,1.56400000
20150524,4,3,1.40100000
20150524,5,4,0.52408000
20150524,5,7,3.01050000
20150524,5,1,41.00600000
20150524,5,2,0.81968000
20150524,5,3,0.73421000
20150524,7,5,0.33217000
20150524,7,4,0.17408000
20150524,7,1,13.62100000
20150524,7,2,0.27227000
20150524,7,3,0.24388000
20150525,1,5,0.02459100
20150525,1,4,0.01293700
20150525,1,7,0.07484400
20150525,1,2,0.02000300
20150525,1,3,0.01822100
20150525,2,5,1.22940000
20150525,2,4,0.64675000
20150525,2,7,3.74160000
20150525,2,1,49.99200000
20150525,2,3,0.91091000
20150525,3,5,1.34960000
20150525,3,4,0.71000000
20150525,3,7,4.10750000
20150525,3,1,54.88100000
20150525,3,2,1.09780000
20150525,4,5,1.90080000
20150525,4,7,5.78520000
20150525,4,1,77.29700000
20150525,4,2,1.54620000
20150525,4,3,1.40850000
20150525,5,4,0.52608000
20150525,5,7,3.04350000
20150525,5,1,40.66500000
20150525,5,2,0.81343000
20150525,5,3,0.74096000
20150525,7,5,0.32857000
20150525,7,4,0.17285000
20150525,7,1,13.36100000
20150525,7,2,0.26727000
20150525,7,3,0.24346000
20150526,1,5,0.02453700
20150526,1,4,0.01287800
20150526,1,7,0.07512000
20150526,1,2,0.01982900
20150526,1,3,0.01814900
20150526,2,5,1.23740000
20150526,2,4,0.64946000
20150526,2,7,3.78830000
20150526,2,1,50.43000000
20150526,2,3,0.91525000
20150526,3,5,1.35200000
20150526,3,4,0.70960000
20150526,3,7,4.13910000
20150526,3,1,55.10000000
20150526,3,2,1.09260000
20150526,4,5,1.90530000
20150526,4,7,5.83300000
20150526,4,1,77.64900000
20150526,4,2,1.53970000
20150526,4,3,1.40920000
20150526,5,4,0.52485000
20150526,5,7,3.06150000
20150526,5,1,40.75400000
20150526,5,2,0.80814000
20150526,5,3,0.73964000
20150526,7,5,0.32664000
20150526,7,4,0.17144000
20150526,7,1,13.31200000
20150526,7,2,0.26397000
20150526,7,3,0.24160000
20150527,1,5,0.02398700
20150527,1,4,0.01253300
20150527,1,7,0.07327600
20150527,1,2,0.01925700
20150527,1,3,0.01772700
20150527,2,5,1.24560000
20150527,2,4,0.65083000
20150527,2,7,3.80510000
20150527,2,1,51.92900000
20150527,2,3,0.92056000
20150527,3,5,1.35310000
20150527,3,4,0.70700000
20150527,3,7,4.13350000
20150527,3,1,56.41000000
20150527,3,2,1.08630000
20150527,4,5,1.91390000
20150527,4,7,5.84650000
20150527,4,1,79.78800000
20150527,4,2,1.53650000
20150527,4,3,1.41440000
20150527,5,4,0.52250000
20150527,5,7,3.05480000
20150527,5,1,41.68900000
20150527,5,2,0.80282000
20150527,5,3,0.73904000
20150527,7,5,0.32735000
20150527,7,4,0.17104000
20150527,7,1,13.64700000
20150527,7,2,0.26280000
20150527,7,3,0.24193000
20150528,1,5,0.02379600
20150528,1,4,0.01247000
20150528,1,7,0.07227500
20150528,1,2,0.01907300
20150528,1,3,0.01750500
20150528,2,5,1.24760000
20150528,2,4,0.65382000
20150528,2,7,3.78940000
20150528,2,1,52.43000000
20150528,2,3,0.91777000
20150528,3,5,1.35940000
20150528,3,4,0.71240000
20150528,3,7,4.12890000
20150528,3,1,57.12800000
20150528,3,2,1.08960000
20150528,4,5,1.90820000
20150528,4,7,5.79580000
20150528,4,1,80.19100000
20150528,4,2,1.52950000
20150528,4,3,1.40370000
20150528,5,4,0.52405000
20150528,5,7,3.03730000
20150528,5,1,42.02400000
20150528,5,2,0.80153000
20150528,5,3,0.73562000
20150528,7,5,0.32924000
20150528,7,4,0.17254000
20150528,7,1,13.83600000
20150528,7,2,0.26390000
20150528,7,3,0.24220000
20150529,1,5,0.02375400
20150529,1,4,0.01251200
20150529,1,7,0.07186800
20150529,1,2,0.01909000
20150529,1,3,0.01740200
20150529,2,5,1.24430000
20150529,2,4,0.65542000
20150529,2,7,3.76460000
20150529,2,1,52.38300000
20150529,2,3,0.91158000
20150529,3,5,1.36500000
20150529,3,4,0.71900000
20150529,3,7,4.12980000
20150529,3,1,57.46400000
20150529,3,2,1.09700000
20150529,4,5,1.89850000
20150529,4,7,5.74380000
20150529,4,1,79.92200000
20150529,4,2,1.52570000
20150529,4,3,1.39080000
20150529,5,4,0.52674000
20150529,5,7,3.02550000
20150529,5,1,42.09800000
20150529,5,2,0.80366000
20150529,5,3,0.73260000
20150529,7,5,0.33052000
20150529,7,4,0.17410000
20150529,7,1,13.91400000
20150529,7,2,0.26563000
20150529,7,3,0.24214000
20150530,1,5,0.02375400
20150530,1,4,0.01251200
20150530,1,7,0.07186800
20150530,1,2,0.01909000
20150530,1,3,0.01740200
20150530,2,5,1.24430000
20150530,2,4,0.65542000
20150530,2,7,3.76460000
20150530,2,1,52.38300000
20150530,2,3,0.91158000
20150530,3,5,1.36500000
20150530,3,4,0.71900000
20150530,3,7,4.12980000
20150530,3,1,57.46400000
20150530,3,2,1.09700000
20150530,4,5,1.89850000
20150530,4,7,5.74380000
20150530,4,1,79.92200000
20150530,4,2,1.52570000
20150530,4,3,1.39080000
20150530,5,4,0.52674000
20150530,5,7,3.02550000
20150530,5,1,42.09800000
20150530,5,2,0.80366000
20150530,5,3,0.73260000
20150530,7,5,0.33052000
20150530,7,4,0.17410000
20150530,7,1,13.91400000
20150530,7,2,0.26563000
20150530,7,3,0.24214000
20150531,1,5,0.02375400
20150531,1,4,0.01251200
20150531,1,7,0.07186800
20150531,1,2,0.01909000
20150531,1,3,0.01740200
20150531,2,5,1.24430000
20150531,2,4,0.65542000
20150531,2,7,3.76460000
20150531,2,1,52.38300000
20150531,2,3,0.91158000
20150531,3,5,1.36500000
20150531,3,4,0.71900000
20150531,3,7,4.12980000
20150531,3,1,57.46400000
20150531,3,2,1.09700000
20150531,4,5,1.89850000
20150531,4,7,5.74380000
20150531,4,1,79.92200000
20150531,4,2,1.52570000
20150531,4,3,1.39080000
20150531,5,4,0.52674000
20150531,5,7,3.02550000
20150531,5,1,42.09800000
20150531,5,2,0.80366000
20150531,5,3,0.73260000
20150531,7,5,0.33052000
20150531,7,4,0.17410000
20150531,7,1,13.91400000
20150531,7,2,0.26563000
20150531,7,3,0.24214000
20150601,1,5,0.02347000
20150601,1,4,0.01234600
20150601,1,7,0.07095300
20150601,1,2,0.01878600
20150601,1,3,0.01716500
20150601,2,5,1.24940000
20150601,2,4,0.65721000
20150601,2,7,3.77700000
20150601,2,1,53.23200000
20150601,2,3,0.91374000
20150601,3,5,1.36730000
20150601,3,4,0.71925000
20150601,3,7,4.13350000
20150601,3,1,58.25700000
20150601,3,2,1.09440000
20150601,4,5,1.90100000
20150601,4,7,5.74700000
20150601,4,1,80.99700000
20150601,4,2,1.52160000
20150601,4,3,1.39030000
20150601,5,4,0.52604000
20150601,5,7,3.02310000
20150601,5,1,42.60700000
20150601,5,2,0.80041000
20150601,5,3,0.73137000
20150601,7,5,0.33079000
20150601,7,4,0.17401000
20150601,7,1,14.09400000
20150601,7,2,0.26476000
20150601,7,3,0.24193000
20150602,1,5,0.02353700
20150602,1,4,0.01236800
20150602,1,7,0.07050100
20150602,1,2,0.01883200
20150602,1,3,0.01707500
20150602,2,5,1.24980000
20150602,2,4,0.65672000
20150602,2,7,3.74360000
20150602,2,1,53.10000000
20150602,2,3,0.90670000
20150602,3,5,1.37840000
20150602,3,4,0.72430000
20150602,3,7,4.12880000
20150602,3,1,58.56400000
20150602,3,2,1.10290000
20150602,4,5,1.90310000
20150602,4,7,5.70040000
20150602,4,1,80.85600000
20150602,4,2,1.52270000
20150602,4,3,1.38060000
20150602,5,4,0.52546000
20150602,5,7,2.99540000
20150602,5,1,42.48700000
20150602,5,2,0.80013000
20150602,5,3,0.72548000
20150602,7,5,0.33385000
20150602,7,4,0.17543000
20150602,7,1,14.18400000
20150602,7,2,0.26712000
20150602,7,3,0.24220000
20150603,1,5,0.02318200
20150603,1,4,0.01217200
20150603,1,7,0.06903300
20150603,1,2,0.01862800
20150603,1,3,0.01673100
20150603,2,5,1.24450000
20150603,2,4,0.65340000
20150603,2,7,3.70590000
20150603,2,1,53.68200000
20150603,2,3,0.89815000
20150603,3,5,1.38560000
20150603,3,4,0.72750000
20150603,3,7,4.12610000
20150603,3,1,59.77000000
20150603,3,2,1.11340000
20150603,4,5,1.90460000
20150603,4,7,5.67160000
20150603,4,1,82.15800000
20150603,4,2,1.53040000
20150603,4,3,1.37460000
20150603,5,4,0.52504000
20150603,5,7,2.97780000
20150603,5,1,43.13700000
20150603,5,2,0.80355000
20150603,5,3,0.72171000
20150603,7,5,0.33581000
20150603,7,4,0.17632000
20150603,7,1,14.48600000
20150603,7,2,0.26984000
20150603,7,3,0.24236000
20150604,1,5,0.02266200
20150604,1,4,0.01182900
20150604,1,7,0.06706100
20150604,1,2,0.01820300
20150604,1,3,0.01608500
20150604,2,5,1.24490000
20150604,2,4,0.64982000
20150604,2,7,3.68400000
20150604,2,1,54.93500000
20150604,2,3,0.88363000
20150604,3,5,1.40890000
20150604,3,4,0.73540000
20150604,3,7,4.16920000
20150604,3,1,62.17000000
20150604,3,2,1.13170000
20150604,4,5,1.91580000
20150604,4,7,5.66930000
20150604,4,1,84.53900000
20150604,4,2,1.53890000
20150604,4,3,1.35980000
20150604,5,4,0.52197000
20150604,5,7,2.95920000
20150604,5,1,44.12700000
20150604,5,2,0.80325000
20150604,5,3,0.70977000
20150604,7,5,0.33793000
20150604,7,4,0.17639000
20150604,7,1,14.91200000
20150604,7,2,0.27144000
20150604,7,3,0.23985000
20150605,1,5,0.02232600
20150605,1,4,0.01164900
20150605,1,7,0.06597800
20150605,1,2,0.01786000
20150605,1,3,0.01592100
20150605,2,5,1.25000000
20150605,2,4,0.65226000
20150605,2,7,3.69420000
20150605,2,1,55.99000000
20150605,2,3,0.89142000
20150605,3,5,1.40230000
20150605,3,4,0.73170000
20150605,3,7,4.14410000
20150605,3,1,62.81000000
20150605,3,2,1.12180000
20150605,4,5,1.91650000
20150605,4,7,5.66370000
20150605,4,1,85.84100000
20150605,4,2,1.53310000
20150605,4,3,1.36670000
20150605,5,4,0.52179000
20150605,5,7,2.95520000
20150605,5,1,44.79100000
20150605,5,2,0.79997000
20150605,5,3,0.71311000
20150605,7,5,0.33838000
20150605,7,4,0.17656000
20150605,7,1,15.15600000
20150605,7,2,0.27070000
20150605,7,3,0.24131000
20150606,1,5,0.02232600
20150606,1,4,0.01164900
20150606,1,7,0.06597800
20150606,1,2,0.01786000
20150606,1,3,0.01592100
20150606,2,5,1.25000000
20150606,2,4,0.65226000
20150606,2,7,3.69420000
20150606,2,1,55.99000000
20150606,2,3,0.89142000
20150606,3,5,1.40230000
20150606,3,4,0.73170000
20150606,3,7,4.14410000
20150606,3,1,62.81000000
20150606,3,2,1.12180000
20150606,4,5,1.91650000
20150606,4,7,5.66370000
20150606,4,1,85.84100000
20150606,4,2,1.53310000
20150606,4,3,1.36670000
20150606,5,4,0.52179000
20150606,5,7,2.95520000
20150606,5,1,44.79100000
20150606,5,2,0.79997000
20150606,5,3,0.71311000
20150606,7,5,0.33838000
20150606,7,4,0.17656000
20150606,7,1,15.15600000
20150606,7,2,0.27070000
20150606,7,3,0.24131000
20150607,1,5,0.02232600
20150607,1,4,0.01164900
20150607,1,7,0.06597800
20150607,1,2,0.01786000
20150607,1,3,0.01592100
20150607,2,5,1.25000000
20150607,2,4,0.65226000
20150607,2,7,3.69420000
20150607,2,1,55.99000000
20150607,2,3,0.89142000
20150607,3,5,1.40230000
20150607,3,4,0.73170000
20150607,3,7,4.14410000
20150607,3,1,62.81000000
20150607,3,2,1.12180000
20150607,4,5,1.91650000
20150607,4,7,5.66370000
20150607,4,1,85.84100000
20150607,4,2,1.53310000
20150607,4,3,1.36670000
20150607,5,4,0.52179000
20150607,5,7,2.95520000
20150607,5,1,44.79100000
20150607,5,2,0.79997000
20150607,5,3,0.71311000
20150607,7,5,0.33838000
20150607,7,4,0.17656000
20150607,7,1,15.15600000
20150607,7,2,0.27070000
20150607,7,3,0.24131000
20150608,1,5,0.02227200
20150608,1,4,0.01174400
20150608,1,7,0.06667900
20150608,1,2,0.01791200
20150608,1,3,0.01604800
20150608,2,5,1.24340000
20150608,2,4,0.65562000
20150608,2,7,3.72250000
20150608,2,1,55.82800000
20150608,2,3,0.89590000
20150608,3,5,1.38790000
20150608,3,4,0.73180000
20150608,3,7,4.15510000
20150608,3,1,62.31500000
20150608,3,2,1.11620000
20150608,4,5,1.89660000
20150608,4,7,5.67790000
20150608,4,1,85.15300000
20150608,4,2,1.52530000
20150608,4,3,1.36650000
20150608,5,4,0.52727000
20150608,5,7,2.99380000
20150608,5,1,44.89900000
20150608,5,2,0.80424000
20150608,5,3,0.72051000
20150608,7,5,0.33402000
20150608,7,4,0.17612000
20150608,7,1,14.99700000
20150608,7,2,0.26863000
20150608,7,3,0.24067000
20150609,1,5,0.02210600
20150609,1,4,0.01170500
20150609,1,7,0.06630300
20150609,1,2,0.01790400
20150609,1,3,0.01591600
20150609,2,5,1.23470000
20150609,2,4,0.65375000
20150609,2,7,3.70320000
20150609,2,1,55.85200000
20150609,2,3,0.88897000
20150609,3,5,1.38890000
20150609,3,4,0.73540000
20150609,3,7,4.16570000
20150609,3,1,62.82800000
20150609,3,2,1.12490000
20150609,4,5,1.88860000
20150609,4,7,5.66450000
