DATE,CLOSE_USD,CLOSE_EUR,CLOSE_ZOL,CLOSE_NEFT,CLOSE_SER
2015-02-24,61.7235,70.0315,,,
2015-02-25,63.5083,71.9422,2441.02,58.6,33.08
2015-02-26,62.5906,71.1655,2427.88,58.83,32.84
2015-02-27,60.7109,68.9797,2381.32,57.97,32.23
2015-02-28,61.2718,68.6857,2373.77,56.3,33.13
2015-03-01,,,,,
2015-03-02,,,,,
2015-03-03,62.2248,69.5424,2434.2,59.24,33.07
2015-03-04,62.3649,69.8487,2421.63,61.41,33.34
2015-03-05,61.8745,69.1138,2395.63,62.03,32.66
2015-03-06,61.8457,68.3086,2385.56,61.6,32.45
2015-03-07,59.9938,66.1012,2307.86,62.29,31.23
2015-03-08,,,,,
2015-03-09,,,,,
2015-03-10,59.9938,66.1012,,,
2015-03-11,60.6649,65.5242,2264.44,59.46,31.05
2015-03-12,62.6797,66.9168,2335.11,60.21,31.8
2015-03-13,60.9595,64.6232,2275.92,60.1,30.65
2015-03-14,61.3167,64.965,2279.9,59.89,30.91
2015-03-15,,,,,
2015-03-16,,,,,
2015-03-17,62.1497,65.4063,2311.87,59.0,30.97
2015-03-18,61.751000000000005,65.4314,2292.57,58.75,30.93
2015-03-19,61.3483,65.0108,2266.28,61.91,30.69
2015-03-20,59.8308,64.1446,2239.07,60.52,29.76
2015-03-21,60.0341,64.0504,2261.64,62.48,30.65
2015-03-22,,,,,
2015-03-23,,,,,
2015-03-24,59.4452,64.1473,2257.9,62.89,30.9
2015-03-25,58.771,64.3425,2254.68,60.67,31.61
2015-03-26,57.3879,62.7651,2200.33,61.75,31.31
2015-03-27,56.4271,62.0811,2194.06,61.12,30.73
2015-03-28,57.7279,62.5655,2223.48,61.13,31.79
2015-03-29,,,,,
2015-03-30,,,,,
2015-03-31,58.4643,63.3695,2231.92,60.26,31.3
2015-04-01,57.65,62.0487,2185.73,59.75,30.77
2015-04-02,58.3536,62.7476,2216.16,59.11,31.07
2015-04-03,56.9902,61.6919,2201.48,56.91,30.86
2015-04-04,56.7534,61.7363,2186.86,58.22,30.73
2015-04-05,,,,,
2015-04-06,,,,,
2015-04-07,56.5161,62.0377,2177.71,57.18,30.6
