DATE,CLOSE_USD,CLOSE_EUR,CLOSE_ZOL,CLOSE_NEFT,CLOSE_SER
2015-04-08,55.3328,60.4124,2149.91,54.89,29.99
2015-04-09,54.027,58.7003,2103.69,53.99,29.25
2015-04-10,52.5424,56.5251,2020.37,54.15,27.54
2015-04-11,51.0678,54.2749,1973.36,53.3,27.17
2015-04-12,,,,,
2015-04-13,,,,,
2015-04-14,52.422,55.5201,2018.86,56.27,27.42
2015-04-15,51.9749,54.8387,1990.95,54.46,26.87
2015-04-16,50.5033,53.6598,1931.98,55.22,26.27
2015-04-17,49.6749,52.9087,1923.85,54.7,26.3
2015-04-18,50.5295,54.5163,1956.86,55.89,26.58
2015-04-19,,,,,
2015-04-20,,,,,
2015-04-21,51.5207,55.5496,1993.1,55.31,26.65
2015-04-22,53.9728,57.5998,2078.33,56.38,27.9
2015-04-23,53.6555,57.7226,2074.22,58.86,27.69
2015-04-24,51.6011,55.1255,1970.49,56.12,26.31
2015-04-25,50.2473,54.659,1925.9,55.94,25.57
2015-04-26,,,,,
2015-04-27,,,,,
2015-04-28,51.468999999999994,55.8747,1957.17,56.56,26.21
2015-04-29,52.3041,56.9016,2020.29,55.1,27.44
2015-04-30,51.7029,56.806000000000004,2002.72,56.67,27.39
2015-05-01,51.1388,57.1578,1980.05,56.23,27.16
2015-05-02,51.1388,57.1578,,,
2015-05-03,,,,,
2015-05-04,,,,,
2015-05-05,51.1388,57.1578,,,
2015-05-06,51.7574,57.4093,1975.88,56.47,27.32
2015-05-07,49.9816,56.1843,1914.27,59.01,26.37
2015-05-08,50.3615,57.2207,1915.46,59.66,26.47
